steering,acceleration,sensor_hit_0,sensor_hit_1,sensor_hit_2,sensor_hit_3,sensor_hit_4,sensor_hit_5,sensor_hit_6,sensor_hit_7,sensor_hit_8,sensor_hit_distance_0,sensor_hit_distance_1,sensor_hit_distance_2,sensor_hit_distance_3,sensor_hit_distance_4,sensor_hit_distance_5,sensor_hit_distance_6,sensor_hit_distance_7,sensor_hit_distance_8,velocity
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.97770071,7.071009159,4.602945805,2.506805658,2.129390717,9.582419395,3.135277271,9.986707687
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.972368717,7.068914413,4.61329174,2.512438536,2.13233161,9.576012611,3.142322779,9.990650177
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.966087818,7.065474987,4.625480652,2.519077301,2.135777712,9.568469048,3.150625229,9.990650177
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.961634636,7.063103199,4.634124279,2.523768187,2.138156891,9.563101768,3.156499147,9.987938881
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.9552145,7.059707642,4.64659071,2.530526876,2.14156127,9.555352211,3.164966345,9.987938881
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.950860977,7.057435513,4.655043602,2.535118818,2.143837452,9.550112724,3.170714378,9.991060257
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.945263863,7.054546356,4.665902615,2.541034222,2.146733761,9.543391228,3.17811203,9.991060257
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.940594196,7.052142143,4.674964905,2.545964479,2.149143934,9.537776947,3.184280396,9.988075256
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.934815407,7.049197197,4.68618679,2.552047729,2.15209794,9.530805588,3.191902161,9.988075256
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.93222332,7.047432899,4.690898418,2.555525541,2.153798342,9.528720856,3.19584918,9.984556198
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.950527191,7.050554752,4.651313305,2.546981573,2.150317907,9.565700531,3.179402351,9.984556198
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.964879036,7.053051472,4.621043682,2.54040575,2.148691654,9.594700813,3.166766405,9.984556198
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.967271805,7.054280281,4.615956783,2.53968215,2.148895979,9.600032806,3.164947271,9.978711128
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.966141224,7.055521488,4.618113041,2.540841579,2.149866343,9.598638535,3.166404486,9.978711128
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.974890232,7.05843401,4.600186348,2.536352873,2.14819169,9.615585327,3.158430099,9.990598679
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,7.997298241,7.061958313,4.555277348,2.524559259,2.143370867,9.658392906,3.137985468,9.990598679
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.018826485,7.06520319,4.513254166,2.51355052,2.138965607,9.699714661,3.118840694,9.985404015
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.067381859,7.072328568,4.422380447,2.489792347,2.129752159,9.793538094,3.077360392,9.985404015
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.09978199,7.077288628,4.36461544,2.474478006,2.123814821,9.856273651,3.050736904,9.965818405
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.123209953,7.080933571,4.324193001,2.463689804,2.119658709,9.901744843,3.032009363,9.965818405
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.141306877,7.083805084,4.293711185,2.455499172,2.116503239,9.936903,3.017820835,9.965818405
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.143996239,7.085181236,4.28909874,2.453544617,2.115108728,9.941170692,3.0151124,9.982058525
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.145880699,7.086889267,4.285764217,2.451588392,2.11340189,9.943398476,3.012730837,9.982058525
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.14672184,7.087635994,4.284279346,2.450728655,2.112656116,9.94440937,3.011678934,9.989102364
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.14749527,7.088309288,4.282914162,2.449947119,2.111982822,9.945354462,3.010718346,9.989102364
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.13907814,7.086458683,4.297029495,2.454131126,2.113939285,9.929512978,3.017598629,9.977168083
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.11219883,7.079964161,4.342988968,2.468150377,2.12087059,9.879605293,3.040284872,9.977168083
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.096632004,7.076438427,4.370157719,2.476225376,2.124732733,9.850530624,3.053513527,9.964957237
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.098976135,7.078453064,4.365944386,2.473862886,2.12271595,9.85341835,3.050589323,9.964957237
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.100654602,7.079894543,4.362930298,2.472172976,2.121273756,9.855483055,3.048496962,9.964957237
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.101246834,7.080421925,4.361863136,2.471562862,2.120747328,9.85619545,3.047747374,9.983921051
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.101742744,7.080872059,4.360970497,2.47104454,2.120297194,9.856783867,3.047113419,9.983921051
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.101691246,7.080830097,4.361064911,2.471094847,2.120339394,9.856713295,3.047176838,9.989723206
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.101241112,7.080435276,4.361875057,2.471554518,2.120734215,9.85616684,3.047743559,9.989723206
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.100746155,7.080012798,4.362763405,2.472051382,2.121157646,9.855556488,3.048359394,9.987628937
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.099601746,7.079050064,4.364817142,2.473187685,2.122121334,9.854127884,3.049773216,9.987628937
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.09830761,7.077944756,4.367143154,2.474486589,2.123228073,9.852527618,3.051382542,9.990954399
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.096898079,7.076712132,4.36967659,2.475922108,2.12446022,9.850812912,3.0531528,9.990954399
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.095796585,7.07575655,4.371653557,2.47703886,2.12541604,9.84946537,3.05453229,9.988040924
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.094140053,7.074339867,4.374632835,2.478702545,2.126833677,9.847417831,3.056594133,9.988040924
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.092912674,7.073291779,4.376837254,2.479933977,2.127882957,9.845901489,3.058120251,9.988040924
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.091622353,7.072164536,4.379155636,2.481247902,2.129010439,9.844333649,3.059740543,9.991094589
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.089844704,7.07060957,4.382352352,2.483059168,2.130565166,9.842170715,3.06197381,9.991094589
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.088479996,7.069435596,4.38480711,2.484435797,2.131740332,9.840489388,3.063677788,9.988083839
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.086606979,7.067831993,4.388170242,2.486317635,2.133344889,9.838177681,3.066009521,9.988083839
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.085267067,7.066670418,4.3905797,2.487675428,2.134506702,9.836538315,3.067687035,9.991108894
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.083481789,7.06510973,4.393788338,2.48949337,2.136067152,9.834367752,3.069928885,9.991108894
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.082085609,7.063894749,4.396297932,2.490911722,2.137282133,9.832700729,3.071680069,9.988089561
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.080050468,7.062150002,4.399958611,2.492959261,2.139027834,9.830186844,3.074216366,9.988089561
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.079741478,7.061237812,4.400537491,2.493763924,2.139917135,9.830459595,3.074995518,9.985009193
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.103547096,7.065852642,4.358984947,2.482014894,2.13479352,9.875725746,3.055230618,9.985009193
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.121582031,7.069393158,4.328206539,2.473252296,2.130967855,9.910067558,3.040521383,9.985009193
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.128062248,7.071699619,4.317161083,2.469325304,2.128597498,9.921367645,3.034627199,9.978391647
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.130674362,7.074003696,4.312548637,2.466664076,2.126293421,9.924523354,3.031366825,9.978391647
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.132314682,7.075444221,4.309651852,2.464998007,2.124853611,9.926513672,3.029323101,9.987874031
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.133530617,7.076500893,4.307507992,2.46377182,2.12379694,9.927996635,3.027816772,9.987874031
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.139536858,7.078408241,4.297368526,2.460329294,2.121832132,9.93871212,3.022531509,9.985995293
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.165977478,7.085068703,4.253643036,2.446709871,2.114980698,9.987732887,3.00067997,9.985995293
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.18629837,7.090221405,4.22077322,2.436397314,2.109779835,10,2.984174252,9.985995293
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.190349579,7.093292236,4.213849068,2.432700872,2.106709003,10,2.979511976,9.977384567
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.194594383,7.096967697,4.206497192,2.428456545,2.103033543,10,2.974313498,9.977384567
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.196920395,7.099006653,4.20246172,2.426110268,2.100994587,10,2.971447945,9.983500481
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.199300766,7.101118088,4.198326111,2.423689127,2.098883152,10,2.968497038,9.983500481
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.200926781,7.102548599,4.195506096,2.422044992,2.097452641,10,2.966490984,9.989581108
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.202376366,7.103803635,4.192995548,2.420595407,2.096197605,10,2.964715481,9.989581108
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.203424454,7.104715347,4.191176414,2.419543982,2.095285892,10,2.963427782,9.987580299
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.204211235,7.105426788,4.189805984,2.418732643,2.094574451,10,2.96244359,9.987580299
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.204794884,7.105953217,4.188791275,2.418131828,2.094048023,10,2.961714983,9.987580299
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.1876297,7.101967335,4.216246128,2.426498652,2.098068953,10,2.975309849,9.982707977
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.159952164,7.095515728,4.261514664,2.440256834,2.10471487,9.964302063,2.997668505,9.982707977
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.151076317,7.091980934,4.276514053,2.445893049,2.108320951,9.949194908,3.005912781,9.979866982
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.146664619,7.088175774,4.284293652,2.450319529,2.11212635,9.943777084,3.011362791,9.979866982
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.143263817,7.085229397,4.290295124,2.453742743,2.115073442,9.939613342,3.01557374,9.98837471
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.140454292,7.082784176,4.295253277,2.456579447,2.117518663,9.936185837,3.019059658,9.98837471
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.138445854,7.081048489,4.298795223,2.458597183,2.119254351,9.933722496,3.021542788,9.987177849
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.136193275,7.079122543,4.302768707,2.460844517,2.12118125,9.930933952,3.024315834,9.987177849
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.134642601,7.077791214,4.305502892,2.46239543,2.122512579,9.929024696,3.026227474,9.990808487
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.133109093,7.07645607,4.308209419,2.463944197,2.123847723,9.927154541,3.02813077,9.990808487
-1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.132209778,7.075463772,4.309874058,2.465027094,2.124836922,9.926206589,3.02940321,9.891037941
-1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.157773018,7.080829144,4.267511845,2.452651739,2.119243383,9.974673271,3.008878469,9.891037941
-1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.178090096,7.085140228,4.234629154,2.442976713,2.114863396,10,2.9928689,9.891037941
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.183632851,7.087772369,4.225469112,2.439186096,2.11222887,10,2.987555504,9.927001953
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.187067032,7.090745926,4.219465256,2.435752153,2.109255314,10,2.983349562,9.927001953
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.188954353,7.092401505,4.216191769,2.433847904,2.107599735,10,2.981023073,9.964435577
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.190903664,7.094142914,4.212801933,2.431854725,2.105858326,10,2.978597879,9.964435577
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.192241669,7.09532547,4.210480213,2.430497408,2.10467577,10,2.976943016,9.990172386
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.193439484,7.096363068,4.208403587,2.429298878,2.103638172,10,2.975475311,9.990172386
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.194227219,7.09705162,4.207036495,2.428506136,2.102949619,10,2.97450614,9.987776756
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.194810867,7.097585678,4.206021309,2.427899122,2.102415562,10,2.973771572,9.987776756
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.194095612,7.09770298,4.207097054,2.428016901,2.102299452,10,2.974141598,9.983217239
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.16723156,7.091324329,4.250516415,2.441320658,2.108769417,9.983893394,2.995689392,9.983217239
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.14738369,7.086651325,4.283331871,2.451303244,2.113613129,9.946783066,3.011899948,9.983217239
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.140899658,7.083424568,4.294426918,2.455939531,2.116882801,9.936408997,3.018361568,9.979571342
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.136443138,7.079580307,4.302288532,2.460412264,2.120728254,9.93093586,3.023869276,9.979571342
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.13358593,7.077104092,4.307332993,2.463288546,2.123203993,9.927433968,3.027407885,9.988274574
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.130636215,7.0745368,4.312540054,2.46626687,2.125771284,9.923835754,3.031067848,9.988274574
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.127936363,7.07220602,4.317302704,2.46897769,2.128102541,9.920521736,3.034405708,9.98714447
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.125498772,7.070122242,4.321601391,2.471409559,2.130187273,9.917510033,3.037406445,9.98714447
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.124177933,7.068981647,4.323932648,2.472736359,2.131327868,9.915888786,3.039000988,9.990797997
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.122544289,7.067558289,4.326817036,2.474386454,2.132750988,9.913895607,3.041028976,9.990797997
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.121373177,7.066547394,4.328883171,2.475562572,2.133761883,9.912456512,3.042477131,9.987984657
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.119979858,7.065369606,4.331337929,2.476941824,2.134940863,9.910723686,3.044183493,9.987984657
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.120409012,7.064855576,4.330684662,2.477205753,2.135438681,9.912151337,3.044222593,9.983973503
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.146080017,7.070428371,4.287937164,2.464598179,2.129641771,9.960635185,3.023416281,9.983973503
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.165398598,7.074665546,4.256493568,2.455257893,2.125338793,9.997167587,3.008039474,9.983973503
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.171211243,7.077363968,4.246869564,2.451327324,2.122637272,10,3.002497196,9.979103088
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.174600601,7.080331802,4.240989208,2.447911263,2.119669437,10,2.998322248,9.979103088
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.176635742,7.082105637,4.237459183,2.445866108,2.117895603,10,2.995821238,9.988111496
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.178667068,7.083864212,4.233938217,2.44383502,2.116137028,10,2.993332863,9.988111496
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.180048943,7.085065842,4.231544018,2.442418337,2.114935637,10,2.991636992,9.987089157
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.18110466,7.086011887,4.229707718,2.44133687,2.113989353,10,2.990322351,9.987089157
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.182065964,7.086872101,4.22803688,2.440352678,2.113129377,10,2.98912549,9.990777969
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.182736397,7.087451935,4.226874828,2.439682722,2.112549543,10,2.988304615,9.990777969
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.183242798,7.087890625,4.225996494,2.439176083,2.112110853,10,2.987683773,9.990777969
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.183530807,7.088161469,4.225494385,2.438870907,2.11184001,10,2.987316847,9.987979889
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.183846474,7.088470459,4.224939346,2.438526154,2.111531019,10,2.986905575,9.987979889
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184038162,7.088645935,4.224603176,2.438326597,2.111355543,10,2.98666358,9.991073608
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184263229,7.088840485,4.224212646,2.438101292,2.111160994,10,2.986387491,9.991073608
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184382439,7.088953018,4.224005222,2.43797493,2.11104846,10,2.986235857,9.988079071
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184411049,7.089010239,4.223949432,2.437920094,2.11099124,10,2.986178637,9.988079071
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184444427,7.08905983,4.22388792,2.437870264,2.110941648,10,2.986124039,9.991106987
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184518814,7.08912468,4.223757744,2.437795401,2.110876799,10,2.986032009,9.991106987
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184576035,7.089174271,4.223657608,2.437737703,2.110827208,10,2.985961676,9.991106987
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184540749,7.089193344,4.223714352,2.437754631,2.110808134,10,2.985989332,9.988089561
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184483528,7.089176178,4.223807335,2.437785864,2.1108253,10,2.986037493,9.988089561
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184479713,7.0891819,4.223812103,2.437782288,2.110819578,10,2.986036062,9.991110802
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.184499741,7.089199066,4.22377634,2.437762022,2.110802412,10,2.986011267,9.991110802
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.192543983,7.091197491,4.210934639,2.433753967,2.108808041,10,2.979574919,9.981975555
-1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.219657898,7.097943306,4.168350697,2.420412779,2.102172852,10,2.958172798,9.981975555
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.237419128,7.102210522,4.141088009,2.411947727,2.0980618,10,2.944513321,9.959796906
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.234734535,7.099921227,4.145649433,2.414587498,2.100350618,10,2.947743416,9.959796906
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.232559204,7.098065376,4.149346352,2.416727781,2.102206707,10,2.950362682,9.959796906
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.21132946,7.092102528,4.182267666,2.427580595,2.107998371,10,2.967342615,9.987547874
1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.182076454,7.084044456,4.228616714,2.442662477,2.115957975,10,2.99106884,9.987547874
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.173789024,7.080189705,4.242286682,2.448260307,2.119812727,10,2.998953581,9.974157333
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,10,8.168680191,7.075768471,4.251143932,2.453368425,2.124233961,10,3.005212069,9.974157333
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.165802956,7.073283195,4.256128788,2.456240654,2.126719236,9.999485016,3.008732557,9.982424736
0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,8.162874222,7.070757866,4.261204243,2.459161758,2.129244566,9.995883942,3.012314558,9.982424736
